nic3,nic3_label,primary_bact,primary_bact_label,bact_codes_observed,primary_bact_row_share_pct,broad_sector,broad_sector_label,ex_ante_typology,ex_ante_typology_label,macro_typology,typology_rationale,empirical_primary_type,empirical_primary_type_label,empirical_high_scale_flag,empirical_high_hired_labor_flag,empirical_high_institutional_finance_flag,empirical_micro_own_account_flag
492,Other land transport,13,Transportation and storage,13,100,transport_storage,Transport/storage,transport_storage_mixed,Transport,capital_intensive,"Transport/storage is mixed but classified as capital-intensive because vehicles, warehousing, and logistics assets are central.",institutional_finance_intensive,Institutional finance,0,0,1,1
493,Transport via pipeline,13,Transportation and storage,13,100,transport_storage,Transport/storage,transport_storage_mixed,Transport,capital_intensive,"Transport/storage is mixed but classified as capital-intensive because vehicles, warehousing, and logistics assets are central.",institutional_finance_intensive,Institutional finance,0,0,1,1
501,Sea and coastal water transport,13,Transportation and storage,13,100,transport_storage,Transport/storage,transport_storage_mixed,Transport,capital_intensive,"Transport/storage is mixed but classified as capital-intensive because vehicles, warehousing, and logistics assets are central.",high_scale,High scale,1,0,0,0
502,Inland water transport,13,Transportation and storage,13,100,transport_storage,Transport/storage,transport_storage_mixed,Transport,capital_intensive,"Transport/storage is mixed but classified as capital-intensive because vehicles, warehousing, and logistics assets are central.",mixed_empirical,Mixed,0,0,0,0
511,Passenger air transport,13,Transportation and storage,13,100,transport_storage,Transport/storage,transport_storage_mixed,Transport,capital_intensive,"Transport/storage is mixed but classified as capital-intensive because vehicles, warehousing, and logistics assets are central.",institutional_finance_intensive,Institutional finance,0,0,1,0
512,Freight air transport,13,Transportation and storage,13,100,transport_storage,Transport/storage,transport_storage_mixed,Transport,capital_intensive,"Transport/storage is mixed but classified as capital-intensive because vehicles, warehousing, and logistics assets are central.",high_scale,High scale,1,1,1,0
521,Warehousing and storage,13,Transportation and storage,13,100,transport_storage,Transport/storage,transport_storage_mixed,Transport,capital_intensive,"Transport/storage is mixed but classified as capital-intensive because vehicles, warehousing, and logistics assets are central.",hired_labor_intensive,Hired labour,0,1,0,0
522,Support activities for transportation,13,Transportation and storage,13,100,transport_storage,Transport/storage,transport_storage_mixed,Transport,capital_intensive,"Transport/storage is mixed but classified as capital-intensive because vehicles, warehousing, and logistics assets are central.",institutional_finance_intensive,Institutional finance,0,0,1,0
531,Postal activities,13,Transportation and storage,"06,13",99.9986,transport_storage,Transport/storage,transport_storage_mixed,Transport,capital_intensive,"Transport/storage is mixed but classified as capital-intensive because vehicles, warehousing, and logistics assets are central.",hired_labor_intensive,Hired labour,0,1,1,0
532,Courier activities,13,Transportation and storage,13,100,transport_storage,Transport/storage,transport_storage_mixed,Transport,capital_intensive,"Transport/storage is mixed but classified as capital-intensive because vehicles, warehousing, and logistics assets are central.",high_scale,High scale,1,1,0,0
551,Short term accommodation activities,14,Accommodation and food service activities,14,100,accommodation_food,Accommodation/food,accommodation_food_labor_intensive,Food/lodging,labour_intensive,Accommodation and food service activities are treated as labour-intensive service sectors.,high_scale,High scale,1,1,1,0
552,"Camping grounds, recreational vehicle parks and trailer parks",14,Accommodation and food service activities,14,100,accommodation_food,Accommodation/food,accommodation_food_labor_intensive,Food/lodging,labour_intensive,Accommodation and food service activities are treated as labour-intensive service sectors.,mixed_empirical,Mixed,0,0,0,0
559,Other accommodation,14,Accommodation and food service activities,14,100,accommodation_food,Accommodation/food,accommodation_food_labor_intensive,Food/lodging,labour_intensive,Accommodation and food service activities are treated as labour-intensive service sectors.,hired_labor_intensive,Hired labour,0,1,0,0
561,Restaurants and mobile food service activities,14,Accommodation and food service activities,14,100,accommodation_food,Accommodation/food,accommodation_food_labor_intensive,Food/lodging,labour_intensive,Accommodation and food service activities are treated as labour-intensive service sectors.,mixed_empirical,Mixed,0,0,0,0
562,Event catering and other food service activities,14,Accommodation and food service activities,14,100,accommodation_food,Accommodation/food,accommodation_food_labor_intensive,Food/lodging,labour_intensive,Accommodation and food service activities are treated as labour-intensive service sectors.,mixed_empirical,Mixed,0,0,0,0
563,Beverage serving activities,14,Accommodation and food service activities,14,100,accommodation_food,Accommodation/food,accommodation_food_labor_intensive,Food/lodging,labour_intensive,Accommodation and food service activities are treated as labour-intensive service sectors.,micro_own_account_intensive,Micro/own-account,0,0,0,1
581,"Publishing of books, periodicals and other publishing activities",15,Information and communication,"06,15",99.9963,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
582,Software publishing,15,Information and communication,15,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
591,"Motion picture, video and television programme activities",15,Information and communication,15,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",high_scale,High scale,1,0,0,0
592,Sound recording and music publishing activities,15,Information and communication,15,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
601,Radio broadcasting,15,Information and communication,15,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
602,Television programming and broadcasting activities,15,Information and communication,15,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
611,Wired telecommunications activities,15,Information and communication,15,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
612,Wireless telecommunications activities,15,Information and communication,15,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
613,Satellite telecommunications activities,15,Information and communication,15,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
619,Other telecommunications activities,15,Information and communication,15,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
620,"Computer programming, consultancy and related activities",15,Information and communication,15,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",high_scale,High scale,1,1,0,0
631,"Data processing, hosting and related activities; web portals",15,Information and communication,15,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
639,Other information service activities,15,Information and communication,15,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
641,Monetary intermediation,16,Financial and insurance activities,16,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",high_scale,High scale,1,1,1,0
642,Activities of holding companies,16,Financial and insurance activities,16,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",institutional_finance_intensive,Institutional finance,0,0,1,0
643,"Trusts, funds and other fiancial vehicles",16,Financial and insurance activities,16,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",institutional_finance_intensive,Institutional finance,0,0,1,0
649,"Other fiancial service activities, except insurance and pension funding activities",16,Financial and insurance activities,16,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",institutional_finance_intensive,Institutional finance,0,0,1,0
651,Insurance,16,Financial and insurance activities,16,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",micro_own_account_intensive,Micro/own-account,0,0,0,1
652,Reinsurance,16,Financial and insurance activities,16,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
653,Pension funding,16,Financial and insurance activities,16,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
661,"Activities auxiliary to fiancial service activities, except insurance and pension funding",16,Financial and insurance activities,16,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
662,Activities auxiliary to insurance and pension funding,16,Financial and insurance activities,16,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",micro_own_account_intensive,Micro/own-account,0,0,0,1
663,Fund management activities,16,Financial and insurance activities,16,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",institutional_finance_intensive,Institutional finance,0,0,1,0
681,Real estate activities with own or leased property,17,Real estate activities,17,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",micro_own_account_intensive,Micro/own-account,0,0,0,1
682,Real estate activities on a fee or contract basis,17,Real estate activities,17,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",micro_own_account_intensive,Micro/own-account,0,0,0,1
691,Legal activities,18,"Professional, scientific, and technical activities",18,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
692,"Accounting, bookkeeping and auditing activities; tax consultancy",18,"Professional, scientific, and technical activities",18,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",high_scale,High scale,1,1,0,0
701,Activities of head offies,18,"Professional, scientific, and technical activities",18,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",high_scale,High scale,1,1,0,0
702,Management consultancy activities,18,"Professional, scientific, and technical activities",18,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",high_scale,High scale,1,1,0,0
711,Architectural and engineering activities and related technical consultancy,18,"Professional, scientific, and technical activities",18,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",high_scale,High scale,1,1,0,0
712,Technical testing and analysis,18,"Professional, scientific, and technical activities",18,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",high_scale,High scale,1,1,0,0
721,Research and experimental development on natural sciences and engineering,18,"Professional, scientific, and technical activities",18,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
722,Research and experimental development on social sciences and humanities,18,"Professional, scientific, and technical activities",18,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
731,Advertising,18,"Professional, scientific, and technical activities",18,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",high_scale,High scale,1,1,0,0
732,Market research and public opinion polling,18,"Professional, scientific, and technical activities",18,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",high_scale,High scale,1,0,0,0
741,Specialized design activities,18,"Professional, scientific, and technical activities",18,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
742,Photographic activities,18,"Professional, scientific, and technical activities",18,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
744,xxxxxxxxx,18,"Professional, scientific, and technical activities",18,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
749,"Other professional, scientifi and technical activities n.e.c",18,"Professional, scientific, and technical activities",18,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",mixed_empirical,Mixed,0,0,0,0
750,Veterinary activities,18,"Professional, scientific, and technical activities",18,100,finance_business_professional_services,Finance/business/prof. services,knowledge_finance_professional,Knowledge/finance,human_capital_professional,"Information, finance, real estate, and professional/technical services are knowledge, finance, and professional sectors.",institutional_finance_intensive,Institutional finance,0,0,1,0
771,Renting and leasing of motor vehicles,19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,institutional_finance_intensive,Institutional finance,0,0,1,1
772,Renting and leasing of personal and household good,19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,mixed_empirical,Mixed,0,0,0,0
773,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,institutional_finance_intensive,Institutional finance,0,0,1,1
774,Leasing of nonfiancial intangible assets,19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,micro_own_account_intensive,Micro/own-account,0,0,0,1
781,Activities of employment placement agencies,19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,high_scale,High scale,1,1,0,0
782,Temporary employment agency activities,19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,mixed_empirical,Mixed,0,0,0,0
783,Human resources provision and management of human resources functions,19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,mixed_empirical,Mixed,0,0,0,0
791,Travel agency and tour operator activities,19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,hired_labor_intensive,Hired labour,0,1,0,0
799,Other reservation service activities,19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,hired_labor_intensive,Hired labour,0,1,1,0
801,Private security activities,19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,high_scale,High scale,1,1,1,0
802,Security systems service activities,19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,high_scale,High scale,1,1,1,0
803,Investigation activities,19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,hired_labor_intensive,Hired labour,0,1,0,0
811,Combined facilities support activities,19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,mixed_empirical,Mixed,0,0,0,0
812,Cleaning activities,19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,mixed_empirical,Mixed,0,0,0,0
813,Landscape care and maintenance service activities,19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,mixed_empirical,Mixed,0,0,0,0
821,Offie administrative and support activities,19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,mixed_empirical,Mixed,0,0,0,0
822,Activities of call centres,19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,high_scale,High scale,1,0,0,0
823,Organization of conventions and trade shows,19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,high_scale,High scale,1,1,0,0
829,Business support service activities n.e.c,19,Administrative and support service activities,19,100,finance_business_professional_services,Finance/business/prof. services,business_admin_support,Admin support,labour_intensive,Administrative and support services are treated as service labour-intensive/mixed.,mixed_empirical,Mixed,0,0,0,0
851,Primary education,20,Education,20,100,education_health,Education/health,education_health_human_capital,Edu/health,human_capital_professional,"Education, health, and social work require credentials, institutions, and human-capital barriers.",high_scale,High scale,1,1,1,0
852,Secondary education,20,Education,20,100,education_health,Education/health,education_health_human_capital,Edu/health,human_capital_professional,"Education, health, and social work require credentials, institutions, and human-capital barriers.",high_scale,High scale,1,1,1,0
853,Higher education,20,Education,20,100,education_health,Education/health,education_health_human_capital,Edu/health,human_capital_professional,"Education, health, and social work require credentials, institutions, and human-capital barriers.",high_scale,High scale,1,1,1,0
854,Other education,20,Education,20,100,education_health,Education/health,education_health_human_capital,Edu/health,human_capital_professional,"Education, health, and social work require credentials, institutions, and human-capital barriers.",mixed_empirical,Mixed,0,0,0,0
855,Educational support services,20,Education,20,100,education_health,Education/health,education_health_human_capital,Edu/health,human_capital_professional,"Education, health, and social work require credentials, institutions, and human-capital barriers.",mixed_empirical,Mixed,0,0,0,0
861,Hospital activities,21,Human health and social work activities,21,100,education_health,Education/health,education_health_human_capital,Edu/health,human_capital_professional,"Education, health, and social work require credentials, institutions, and human-capital barriers.",high_scale,High scale,1,1,1,0
862,Medical and dental practice activities,21,Human health and social work activities,21,100,education_health,Education/health,education_health_human_capital,Edu/health,human_capital_professional,"Education, health, and social work require credentials, institutions, and human-capital barriers.",mixed_empirical,Mixed,0,0,0,0
869,Other human health activities,21,Human health and social work activities,21,100,education_health,Education/health,education_health_human_capital,Edu/health,human_capital_professional,"Education, health, and social work require credentials, institutions, and human-capital barriers.",mixed_empirical,Mixed,0,0,0,0
871,Nursing care facilities,21,Human health and social work activities,21,100,education_health,Education/health,education_health_human_capital,Edu/health,human_capital_professional,"Education, health, and social work require credentials, institutions, and human-capital barriers.",hired_labor_intensive,Hired labour,0,1,1,0
872,"Residential care activities for mental retardation, mental health and substance abuse",21,Human health and social work activities,21,100,education_health,Education/health,education_health_human_capital,Edu/health,human_capital_professional,"Education, health, and social work require credentials, institutions, and human-capital barriers.",mixed_empirical,Mixed,0,0,0,0
873,Residential care activities for the elderly and disabled,21,Human health and social work activities,21,100,education_health,Education/health,education_health_human_capital,Edu/health,human_capital_professional,"Education, health, and social work require credentials, institutions, and human-capital barriers.",mixed_empirical,Mixed,0,0,0,0
879,Other residential care activities n.e.c.,21,Human health and social work activities,21,100,education_health,Education/health,education_health_human_capital,Edu/health,human_capital_professional,"Education, health, and social work require credentials, institutions, and human-capital barriers.",hired_labor_intensive,Hired labour,0,1,1,0
881,Social work activities without accommodation for the elderly and disabled,21,Human health and social work activities,21,100,education_health,Education/health,education_health_human_capital,Edu/health,human_capital_professional,"Education, health, and social work require credentials, institutions, and human-capital barriers.",institutional_finance_intensive,Institutional finance,0,0,1,0
889,Other social work activities without accommodation n.e.c,21,Human health and social work activities,21,100,education_health,Education/health,education_health_human_capital,Edu/health,human_capital_professional,"Education, health, and social work require credentials, institutions, and human-capital barriers.",hired_labor_intensive,Hired labour,0,1,1,0
900,"Creative, arts and entertainment activities",22,"Arts, entertainment, sports, amusement, and recreation",22,100,other_services,Other services,personal_social_other_services,Other personal,personal_services,"Arts, membership organizations, and other personal services are grouped as social/personal services.",mixed_empirical,Mixed,0,0,0,0
910,"Libraries, archives, museums and other cultural activities",22,"Arts, entertainment, sports, amusement, and recreation",22,100,other_services,Other services,personal_social_other_services,Other personal,personal_services,"Arts, membership organizations, and other personal services are grouped as social/personal services.",hired_labor_intensive,Hired labour,0,1,1,0
920,Gambling and betting activities,12,Retail trade,12,100,trade_repair,Trade/repair,personal_social_other_services,Other personal,personal_services,"Arts, membership organizations, and other personal services are grouped as social/personal services.",micro_own_account_intensive,Micro/own-account,0,0,0,1
931,Sports activities,22,"Arts, entertainment, sports, amusement, and recreation",22,100,other_services,Other services,personal_social_other_services,Other personal,personal_services,"Arts, membership organizations, and other personal services are grouped as social/personal services.",institutional_finance_intensive,Institutional finance,0,0,1,0
932,Other amusement and recreation activities,22,"Arts, entertainment, sports, amusement, and recreation",22,100,other_services,Other services,personal_social_other_services,Other personal,personal_services,"Arts, membership organizations, and other personal services are grouped as social/personal services.",mixed_empirical,Mixed,0,0,0,0
941,"Activities of business, employers and professional membership organizations",23,Other service activities,23,100,other_services,Other services,personal_social_other_services,Other personal,personal_services,"Arts, membership organizations, and other personal services are grouped as social/personal services.",mixed_empirical,Mixed,0,0,0,0
942,Activities of trade unions,23,Other service activities,23,100,other_services,Other services,personal_social_other_services,Other personal,personal_services,"Arts, membership organizations, and other personal services are grouped as social/personal services.",institutional_finance_intensive,Institutional finance,0,0,1,0
949,Activities of other membership organizations,23,Other service activities,23,100,other_services,Other services,personal_social_other_services,Other personal,personal_services,"Arts, membership organizations, and other personal services are grouped as social/personal services.",mixed_empirical,Mixed,0,0,0,0
951,Repair of computers and communication equipment,23,Other service activities,23,100,other_services,Other services,trade_repair_micro,Trade/repair,trade_micro,"Wholesale, retail, motor repair, and repair of household/personal goods are treated as trade/repair and often micro-enterprise intensive.",micro_own_account_intensive,Micro/own-account,0,0,0,1
952,Repair of personal and household goods,23,Other service activities,23,100,other_services,Other services,trade_repair_micro,Trade/repair,trade_micro,"Wholesale, retail, motor repair, and repair of household/personal goods are treated as trade/repair and often micro-enterprise intensive.",micro_own_account_intensive,Micro/own-account,0,0,0,1
960,Other personal service activities,23,Other service activities,23,100,other_services,Other services,personal_social_other_services,Other personal,personal_services,"Arts, membership organizations, and other personal services are grouped as social/personal services.",micro_own_account_intensive,Micro/own-account,0,0,0,1
